user_id,segment,total_recommendations,high_priority_count,top_rec_type,top_rec_priority,top_rec_message,top_rec_action,is_anomaly,anomaly_score
USR723TN,Single-Tasker,3,1,spending_warning,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,0.07
USR395Ke,Single-Tasker,2,0,budget_advice,medium,You spend 291% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,False,9.42
USR421oQ,Consistent Weekly,5,2,spending_warning,high,Your average transaction amount this month ($48544) is 503% above your usual average ($8055).,Review your recent transactions to identify what changed.,False,31.28
USR698Vo,Single-Tasker,3,0,budget_advice,medium,You spend 120% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,False,1.32
USR951HI,Consistent Weekly,4,1,spending_warning,high,You have 5 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,3.0
USR495Vi,Single-Tasker,2,0,budget_advice,medium,You spend 227% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,11.15
USR466ol,Single-Tasker,3,0,spending_warning,medium,Your recent average spend ($693/txn) is 247% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,2.7
USR298ko,Consistent Weekly,2,0,budget_advice,medium,You spend 173% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,False,4.74
USR914Gc,Healthy Active User,5,1,spending_warning,high,Your average transaction amount this month ($29544) is 1424% above your usual average ($1939).,Review your recent transactions to identify what changed.,False,24.49
USR310Wm,Consistent Weekly,2,0,budget_advice,medium,You spend 112% more than similar users on Friend Activities ($0 vs peer avg $0/month).,Setting a monthly budget for Friend Activities could bring your spend in line with peers.,False,9.18
USR199CW,Consistent Weekly,3,1,spending_warning,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,3.07
USR538ia,Consistent Weekly,5,2,spending_warning,high,Your average transaction amount this month ($695) is 134% above your usual average ($298).,Review your recent transactions to identify what changed.,False,12.34
USR272Ng,Single-Tasker,3,1,spending_warning,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,2.87
USR757AI,Consistent Weekly,2,0,budget_advice,medium,You spend 53% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,False,3.95
USR895fU,Consistent Weekly,2,0,budget_advice,medium,You spend 37% more than similar users on Subscriptions ($0 vs peer avg $0/month).,Setting a monthly budget for Subscriptions could bring your spend in line with peers.,False,13.03
USR009qR,Single-Tasker,3,1,spending_warning,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,1.41
USR197Mx,Consistent Weekly,3,0,budget_advice,medium,You spend 95% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,False,3.85
USR926hk,Consistent Weekly,5,2,spending_warning,high,Your average transaction amount this month ($2381) is 388% above your usual average ($488).,Review your recent transactions to identify what changed.,False,2.1
USR832EJ,Consistent Weekly,4,0,spending_warning,medium,Your recent average spend ($449/txn) is 60% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,False,3.58
USR803YO,Consistent Weekly,4,0,spending_warning,medium,Your recent average spend ($431/txn) is 53% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,False,3.67
USR489hA,Consistent Weekly,3,0,budget_advice,medium,You spend 123% more than similar users on Transportation ($0 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,False,10.38
USR587rm,Consistent Weekly,3,1,spending_warning,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,1.69
USR103fp,Healthy Active User,2,0,budget_advice,medium,You spend 567% more than similar users on Friend Activities ($0 vs peer avg $0/month).,Setting a monthly budget for Friend Activities could bring your spend in line with peers.,False,15.19
USR710BJ,Single-Tasker,3,0,spending_warning,medium,Your recent average spend ($449/txn) is 125% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,10.93
USR964lF,Single-Tasker,6,2,spending_warning,high,Your average transaction amount this month ($1320) is 183% above your usual average ($466).,Review your recent transactions to identify what changed.,False,4.15
USR901Hl,Single-Tasker,3,0,budget_advice,medium,You spend 400% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,False,4.44
USR157Ok,Single-Tasker,2,0,budget_advice,medium,You spend 179% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,False,3.39
USR640RH,Consistent Weekly,3,0,spending_warning,medium,Your recent average spend ($984/txn) is 250% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,False,12.69
USR953VW,Single-Tasker,3,0,budget_advice,medium,You spend 200% more than similar users on Friend Activities ($0 vs peer avg $0/month).,Setting a monthly budget for Friend Activities could bring your spend in line with peers.,False,3.24
USR155Ld,Consistent Weekly,5,1,spending_warning,high,Your average transaction amount this month ($11535) is 131% above your usual average ($5003).,Review your recent transactions to identify what changed.,False,10.62
USR979Po,Single-Tasker,5,2,spending_warning,high,Your average transaction amount this month ($870) is 252% above your usual average ($247).,Review your recent transactions to identify what changed.,False,1.25
USR977PC,Single-Tasker,2,0,budget_advice,medium,You spend 144% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,False,4.04
USR985cj,Single-Tasker,3,0,spending_warning,medium,Your recent average spend ($702/txn) is 251% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,6.63
USR548Uw,Single-Tasker,3,0,spending_warning,medium,Your recent average spend ($593/txn) is 196% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.97
USR321bf,Single-Tasker,3,1,spending_warning,high,You have 6 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,1.08
USR329IV,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.25
USR470Uv,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR557Nb,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR888CC,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR101Ec,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR277yT,Low Activity/Trial,0,0,,,,,False,12.5
USR890mz,Low Activity/Trial,0,0,,,,,False,8.1
USR346Lq,Low Activity/Trial,0,0,,,,,False,9.42
USR587Gv,Low Activity/Trial,0,0,,,,,False,8.56
USR542bK,Low Activity/Trial,0,0,,,,,False,4.67
USR037Lk,Low Activity/Trial,0,0,,,,,False,14.23
USR076aO,Low Activity/Trial,0,0,,,,,False,4.71
USR542rd,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR628FF,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR981sU,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR138nO,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR352dx,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR465JE,Low Activity/Trial,0,0,,,,,False,12.5
USR637Ps,Low Activity/Trial,0,0,,,,,False,8.1
USR958Ub,Low Activity/Trial,0,0,,,,,False,9.42
USR432HO,Low Activity/Trial,0,0,,,,,False,8.56
USR600iP,Low Activity/Trial,0,0,,,,,False,4.67
USR702jw,Low Activity/Trial,0,0,,,,,False,14.23
USR967NT,Low Activity/Trial,0,0,,,,,False,4.71
USR761gu,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR940yP,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR721Sq,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR051Ap,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR525bL,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR981TN,Low Activity/Trial,0,0,,,,,False,12.5
USR375UA,Low Activity/Trial,0,0,,,,,False,8.1
USR668BV,Low Activity/Trial,0,0,,,,,False,9.42
USR056dz,Low Activity/Trial,0,0,,,,,False,8.56
USR678Jt,Low Activity/Trial,0,0,,,,,False,4.67
USR745Bz,Low Activity/Trial,0,0,,,,,False,14.23
USR625kR,Low Activity/Trial,0,0,,,,,False,4.71
USR398kh,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR986Sg,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR272FG,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR907oy,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR678LY,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR626bp,Low Activity/Trial,0,0,,,,,False,12.5
USR030tI,Low Activity/Trial,0,0,,,,,False,8.1
USR703hK,Low Activity/Trial,0,0,,,,,False,9.42
USR401gL,Low Activity/Trial,0,0,,,,,False,8.56
USR277dW,Low Activity/Trial,0,0,,,,,False,4.67
USR514qc,Low Activity/Trial,0,0,,,,,False,14.23
USR259ou,Low Activity/Trial,0,0,,,,,False,4.71
USR340wo,High-Intensity User,2,2,spending_warning,high,You have 14 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,48.96
USR471zI,Single-Tasker,1,0,behavioral_nudge,low,100% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,False,15.81
USR514Mj,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,14.0
USR486wN,Healthy Active User,1,0,budget_advice,medium,You spend 280% more than similar users on Transportation ($1 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,False,17.09
USR707cn,Low Activity/Trial,0,0,,,,,False,8.56
USR229Pm,Low Activity/Trial,0,0,,,,,False,4.71
USR844Zm,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.25
USR001ul,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR333eC,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR964ub,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR827NH,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR871gH,Low Activity/Trial,0,0,,,,,False,12.5
USR704Hs,Low Activity/Trial,0,0,,,,,False,8.1
USR566Ig,Low Activity/Trial,0,0,,,,,False,9.42
USR272eU,Low Activity/Trial,0,0,,,,,False,8.56
USR971nl,Low Activity/Trial,0,0,,,,,False,4.67
USR575ro,Low Activity/Trial,0,0,,,,,False,14.23
USR464Az,Low Activity/Trial,0,0,,,,,False,4.71
USR264Ys,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR263pz,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR840Il,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR950fn,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR562FO,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR214bO,Low Activity/Trial,0,0,,,,,False,12.5
USR355WP,Low Activity/Trial,0,0,,,,,False,8.1
USR707rn,Low Activity/Trial,0,0,,,,,False,9.42
USR229Dn,Low Activity/Trial,0,0,,,,,False,8.56
USR194uB,Low Activity/Trial,0,0,,,,,False,4.67
USR071ef,Low Activity/Trial,0,0,,,,,False,14.23
USR998yq,Low Activity/Trial,0,0,,,,,False,4.71
USR869qe,High-Intensity User,2,2,spending_warning,high,You have 14 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,48.96
USR024KD,Single-Tasker,1,0,behavioral_nudge,low,100% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,False,15.81
USR661QD,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,14.0
USR006To,Healthy Active User,1,0,budget_advice,medium,You spend 280% more than similar users on Transportation ($1 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,False,17.09
USR785BT,Low Activity/Trial,0,0,,,,,False,8.56
USR154xS,Low Activity/Trial,0,0,,,,,False,4.71
USR273gg,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.25
USR507pL,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR305BD,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR002SI,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR718AA,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR779vk,Low Activity/Trial,0,0,,,,,False,12.5
USR738SY,Low Activity/Trial,0,0,,,,,False,8.1
USR722lH,Low Activity/Trial,0,0,,,,,False,9.42
USR525Mo,Low Activity/Trial,0,0,,,,,False,8.56
USR664JN,Low Activity/Trial,0,0,,,,,False,4.67
USR281jP,Low Activity/Trial,0,0,,,,,False,14.23
USR143dp,Low Activity/Trial,0,0,,,,,False,4.71
USR101Wd,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.25
USR926eP,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR671AL,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR032gM,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR510PJ,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR681MW,Low Activity/Trial,0,0,,,,,False,12.5
USR550Li,Low Activity/Trial,0,0,,,,,False,8.1
USR313wr,Low Activity/Trial,0,0,,,,,False,9.42
USR103Aa,Low Activity/Trial,0,0,,,,,False,8.56
USR905Io,Low Activity/Trial,0,0,,,,,False,4.67
USR803MW,Low Activity/Trial,0,0,,,,,False,14.23
USR739hH,Low Activity/Trial,0,0,,,,,False,4.71
USR888gq,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR594QR,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR724hb,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR298fI,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR365gu,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR896rm,Low Activity/Trial,0,0,,,,,False,12.5
USR577jk,Low Activity/Trial,0,0,,,,,False,8.1
USR331cF,Low Activity/Trial,0,0,,,,,False,9.42
USR163SC,Low Activity/Trial,0,0,,,,,False,8.56
USR899td,Low Activity/Trial,0,0,,,,,False,4.67
USR465ID,Low Activity/Trial,0,0,,,,,False,14.23
USR783VD,Low Activity/Trial,0,0,,,,,False,4.71
USR174bk,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR673Ud,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR554bC,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR530Nq,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR451il,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR974tj,Low Activity/Trial,0,0,,,,,False,12.5
USR058Df,Low Activity/Trial,0,0,,,,,False,8.1
USR971rW,Low Activity/Trial,0,0,,,,,False,9.42
USR853pE,Low Activity/Trial,0,0,,,,,False,8.56
USR530od,Low Activity/Trial,0,0,,,,,False,4.67
USR797BB,Low Activity/Trial,0,0,,,,,False,14.23
USR525OW,Low Activity/Trial,0,0,,,,,False,4.71
USR017aL,Single-Tasker,3,2,spending_warning,high,You have 24 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.49
USR087Jg,Single-Tasker,1,0,behavioral_nudge,low,You shop at 0 unique merchants — similar users visit 0 on average.,You may be overly concentrated with a few merchants. Exploring alternatives could save money.,False,6.19
USR116fM,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,3.04
USR104pB,Healthy Active User,2,0,budget_advice,medium,You spend 630% more than similar users on Fitness ($2 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,False,12.11
USR799Rk,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($5850/txn) is 2825% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.04
USR278dn,Low Activity/Trial,0,0,,,,,False,12.5
USR239qk,Low Activity/Trial,0,0,,,,,False,8.1
USR556Wi,Low Activity/Trial,0,0,,,,,False,9.42
USR872Ih,Low Activity/Trial,0,0,,,,,False,8.56
USR679Eq,Low Activity/Trial,0,0,,,,,False,4.67
USR163rM,Low Activity/Trial,0,0,,,,,False,14.23
USR857OT,Low Activity/Trial,0,0,,,,,False,4.71
USR398Px,Healthy Active User,3,1,spending_warning,high,You have 120 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,51.97
USR149Et,High-Intensity User,2,1,spending_warning,high,You have 109 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,53.54
USR342cz,High-Intensity User,2,1,spending_warning,high,You have 73 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,52.9
USR739UP,High-Intensity User,3,1,spending_warning,high,You have 911 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,57.32
USR354Rs,Healthy Active User,2,1,spending_warning,high,Our anomaly detection model flagged your account (score: 42/100).,Review your recent transactions for any unusual or unrecognised activity.,True,41.73
USR698Qr,Low Activity/Trial,1,1,spending_warning,high,You have 93 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,24.47
USR992ZI,Single-Tasker,0,0,,,,,False,11.79
USR352pI,Single-Tasker,0,0,,,,,False,10.9
USR227ai,Low Activity/Trial,2,1,spending_warning,high,You have 77 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.82
USR086qQ,Single-Tasker,0,0,,,,,False,10.9
USR592MJ,Low Activity/Trial,1,1,spending_warning,high,You have 75 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,25.51
USR163vx,Single-Tasker,2,2,savings_suggestion,high,Your current balance is low ($100.02).,Consider reducing discretionary spending this month to build a buffer.,True,41.14
USR970wx,Low Activity/Trial,1,1,spending_warning,high,Our anomaly detection model flagged your account (score: 75/100).,Review your recent transactions for any unusual or unrecognised activity.,True,74.58
USR000Ux,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($2000/txn) is 900% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,23.33
USR149vb,Low Activity/Trial,2,1,spending_warning,high,You have 74 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,54.13
USR208yg,Low Activity/Trial,1,1,spending_warning,high,You have 76 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.13
USR463UE,Single-Tasker,0,0,,,,,False,10.9
USR980UY,Consistent Weekly,3,1,spending_warning,high,You have 19 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,32.12
USR673YB,Single-Tasker,0,0,,,,,False,10.9
USR829qO,Low Activity/Trial,2,1,spending_warning,high,You have 74 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.66
USR989QU,Single-Tasker,0,0,,,,,False,11.78
USR844Xx,Low Activity/Trial,1,1,spending_warning,high,You have 83 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,25.02
USR338ns,Single-Tasker,0,0,,,,,False,10.9
USR526MW,Low Activity/Trial,1,1,spending_warning,high,You have 77 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,24.22
USR667ih,Low Activity/Trial,1,1,spending_warning,high,You have 77 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,46.62
USR310Mk,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($2000/txn) is 900% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,23.22
USR235aH,Single-Tasker,2,1,spending_warning,high,Our anomaly detection model flagged your account (score: 68/100).,Review your recent transactions for any unusual or unrecognised activity.,True,68.4
USR218kF,Consistent Weekly,2,1,spending_warning,high,You have 48 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,21.16
USR900TT,Single-Tasker,0,0,,,,,False,11.78
USR978oc,Low Activity/Trial,1,1,spending_warning,high,You have 93 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,25.89
USR841fP,Single-Tasker,0,0,,,,,False,11.54
USR526Ci,Low Activity/Trial,1,1,spending_warning,high,You have 76 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,22.97
USR257qy,Low Activity/Trial,2,1,spending_warning,high,You have 77 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,23.75
USR748ZE,Single-Tasker,0,0,,,,,False,11.16
USR755DK,Single-Tasker,0,0,,,,,False,11.78
USR495mL,Low Activity/Trial,1,1,spending_warning,high,You have 93 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,24.91
USR170FQ,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($1000/txn) is 400% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,17.27
USR614yH,Low Activity/Trial,1,1,spending_warning,high,You have 93 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,37.31
USR885po,Single-Tasker,0,0,,,,,False,10.9
USR733gw,Low Activity/Trial,2,1,spending_warning,high,You have 93 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,24.87
USR329uU,Low Activity/Trial,2,2,spending_warning,high,Your average transaction amount this month ($19) is 216% above your usual average ($6).,Review your recent transactions to identify what changed.,False,47.27
USR747HD,Single-Tasker,1,0,spending_warning,medium,Your recent average spend ($2000/txn) is 900% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,False,46.7
USR831lM,Single-Tasker,0,0,,,,,False,11.79
USR493ow,Low Activity/Trial,1,1,spending_warning,high,You have 73 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,False,25.27
