user_id,type,comparison,priority,message,action,metric
USR425DX,budget_advice,personal,medium,Your Food spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Food to avoid these irregular spikes.,"{'category': 'Food', 'spike_ratio': np.float64(11.0)}"
USR388wJ,spending_warning,peer,medium,Your recent average spend ($502/txn) is 78% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(501.7033333333333), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 78}"
USR388wJ,budget_advice,peer,medium,You spend 49% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.2916666666666667), 'peer_spend': np.float64(0.1952380952380952), 'pct_above': 49}"
USR388wJ,budget_advice,personal,medium,Your Friend Activities spending spiked to 12.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(12.0)}"
USR068Xr,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR068Xr,budget_advice,peer,medium,You spend 83% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.25), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 83}"
USR068Xr,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(20.0)}"
USR223cE,budget_advice,peer,medium,You spend 161% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.2608695652173913), 'peer_spend': np.float64(0.1), 'pct_above': 161}"
USR223cE,budget_advice,personal,medium,Your Friend Activities spending spiked to 11.5x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(11.5)}"
USR223cE,behavioral_nudge,personal,low,67% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 67, 'weekend_spend': np.float64(177988.17), 'weekday_spend': np.float64(87337.01)}"
USR031uI,budget_advice,peer,medium,You spend 156% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.16), 'pct_above': 156}"
USR031uI,budget_advice,personal,medium,Your Fitness spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(11.0)}"
USR031uI,behavioral_nudge,personal,low,85% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 85, 'weekend_spend': np.float64(62995.82), 'weekday_spend': np.float64(11514.49)}"
USR151Xg,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR151Xg,spending_warning,peer,medium,Your recent average spend ($1616/txn) is 708% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(1616.22), 'peer_avg': np.float64(200.0), 'pct_above': 708}"
USR151Xg,budget_advice,peer,medium,You spend 320% more than similar users on Hobbies ($0 vs peer avg $0/month).,Setting a monthly budget for Hobbies could bring your spend in line with peers.,"{'category': 'Hobbies', 'user_spend': np.float64(0.4), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 320}"
USR151Xg,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(20.0)}"
USR013pA,budget_advice,peer,medium,You spend 248% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.3478260869565217), 'peer_spend': np.float64(0.1), 'pct_above': 248}"
USR013pA,budget_advice,personal,medium,Your Medical/Dental spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(23.0)}"
USR013pA,behavioral_nudge,personal,low,74% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 74, 'weekend_spend': np.float64(226410.19), 'weekday_spend': np.float64(80910.08)}"
USR579jO,budget_advice,peer,medium,You spend 116% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.3157894736842105), 'peer_spend': np.float64(0.1464285714285714), 'pct_above': 116}"
USR579jO,budget_advice,personal,medium,Your Gifts spending spiked to 19.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(19.0)}"
USR621BM,spending_warning,peer,medium,Your recent average spend ($552/txn) is 176% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(551.5666666666667), 'peer_avg': np.float64(200.0), 'pct_above': 176}"
USR621BM,budget_advice,peer,medium,You spend 250% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.3333333333333333), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 250}"
USR621BM,budget_advice,personal,medium,Your Friend Activities spending spiked to 10.5x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(10.5)}"
USR592gD,budget_advice,peer,medium,You spend 186% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.2857142857142857), 'peer_spend': np.float64(0.1), 'pct_above': 186}"
USR592gD,budget_advice,personal,medium,Your Food spending spiked to 14.0x your usual amount in your highest month.,Consider a monthly cap on Food to avoid these irregular spikes.,"{'category': 'Food', 'spike_ratio': np.float64(14.0)}"
USR140si,savings_suggestion,personal,high,Your current balance is low ($185.36).,Consider reducing discretionary spending this month to build a buffer.,{'current_balance': np.float64(185.36)}
USR140si,spending_warning,peer,medium,Your recent average spend ($311/txn) is 56% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(311.05), 'peer_avg': np.float64(200.0), 'pct_above': 56}"
USR140si,budget_advice,peer,medium,You spend 218% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.1), 'pct_above': 218}"
USR140si,budget_advice,personal,medium,Your Friend Activities spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(22.0)}"
USR596jh,budget_advice,personal,medium,Your Friend Activities spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(11.0)}"
USR691El,budget_advice,peer,medium,You spend 63% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.1952380952380952), 'pct_above': 63}"
USR691El,budget_advice,personal,medium,Your Hobbies spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Hobbies to avoid these irregular spikes.,"{'category': 'Hobbies', 'spike_ratio': np.float64(22.0)}"
USR062rU,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR062rU,budget_advice,peer,medium,You spend 60% more than similar users on Hobbies ($0 vs peer avg $0/month).,Setting a monthly budget for Hobbies could bring your spend in line with peers.,"{'category': 'Hobbies', 'user_spend': np.float64(0.24), 'peer_spend': np.float64(0.15), 'pct_above': 60}"
USR062rU,budget_advice,personal,medium,Your Medical/Dental spending spiked to 25.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(25.0)}"
USR628kq,spending_warning,peer,medium,Your recent average spend ($666/txn) is 137% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(665.575), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 137}"
USR628kq,budget_advice,peer,medium,You spend 83% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.3333333333333333), 'peer_spend': np.float64(0.1818181818181818), 'pct_above': 83}"
USR628kq,budget_advice,personal,medium,Your Housing and Utilities spending spiked to 24.0x your usual amount in your highest month.,Consider a monthly cap on Housing and Utilities to avoid these irregular spikes.,"{'category': 'Housing and Utilities', 'spike_ratio': np.float64(24.0)}"
USR421bB,spending_warning,personal,high,Your average transaction amount this month ($609) is 58% above your usual average ($385).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(609.41), 'all_time_avg': np.float64(385.41021739130434), 'pct_above': 58}"
USR421bB,spending_warning,peer,medium,Your recent average spend ($609/txn) is 205% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(609.41), 'peer_avg': np.float64(200.0), 'pct_above': 205}"
USR421bB,budget_advice,peer,medium,You spend 202% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.4117647058823529), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 202}"
USR421bB,budget_advice,personal,medium,Your Friend Activities spending spiked to 8.5x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(8.5)}"
USR421bB,behavioral_nudge,personal,low,73% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 73, 'weekend_spend': np.float64(12995.2), 'weekday_spend': np.float64(4733.67)}"
USR376hP,spending_warning,personal,high,Your average transaction amount this month ($640) is 100% above your usual average ($321).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(639.77), 'all_time_avg': np.float64(320.52962264150943), 'pct_above': 100}"
USR376hP,spending_warning,personal,high,You have 6 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 6}
USR376hP,spending_warning,peer,medium,Your recent average spend ($640/txn) is 220% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(639.77), 'peer_avg': np.float64(200.0), 'pct_above': 220}"
USR376hP,budget_advice,peer,medium,You spend 105% more than similar users on Transportation ($0 vs peer avg $0/month).,Setting a monthly budget for Transportation could bring your spend in line with peers.,"{'category': 'Transportation', 'user_spend': np.float64(0.28), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 105}"
USR376hP,budget_advice,personal,medium,Your Fitness spending spiked to 12.5x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(12.5)}"
USR001YL,spending_warning,peer,medium,Your recent average spend ($435/txn) is 55% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(435.2533333333334), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 55}"
USR001YL,budget_advice,peer,medium,You spend 75% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.1818181818181818), 'pct_above': 75}"
USR001YL,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(22.0)}"
USR001YL,behavioral_nudge,personal,low,97% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 97, 'weekend_spend': np.float64(208472.46), 'weekday_spend': np.float64(6577.71)}"
USR756hT,budget_advice,peer,medium,You spend 233% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.3333333333333333), 'peer_spend': np.float64(0.1), 'pct_above': 233}"
USR756hT,budget_advice,personal,medium,Your Medical/Dental spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(21.0)}"
USR148zM,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR148zM,budget_advice,peer,medium,You spend 264% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.3636363636363636), 'peer_spend': np.float64(0.1), 'pct_above': 264}"
USR148zM,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(22.0)}"
USR496UB,spending_warning,personal,high,Your average transaction amount this month ($1193) is 149% above your usual average ($479).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(1193.427142857143), 'all_time_avg': np.float64(479.3203278688525), 'pct_above': 149}"
USR496UB,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR496UB,spending_warning,peer,medium,Your recent average spend ($1193/txn) is 324% higher than similar users ($281/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(1193.427142857143), 'peer_avg': np.float64(281.25750000000005), 'pct_above': 324}"
USR496UB,budget_advice,peer,medium,You spend 173% more than similar users on Hobbies ($0 vs peer avg $0/month).,Setting a monthly budget for Hobbies could bring your spend in line with peers.,"{'category': 'Hobbies', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.15), 'pct_above': 173}"
USR496UB,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(11.0)}"
USR739ei,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR739ei,spending_warning,peer,medium,Your recent average spend ($430/txn) is 115% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(429.7166666666667), 'peer_avg': np.float64(200.0), 'pct_above': 115}"
USR739ei,budget_advice,peer,medium,You spend 321% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.4210526315789473), 'peer_spend': np.float64(0.1), 'pct_above': 321}"
USR739ei,budget_advice,personal,medium,Your Personal Hygiene spending spiked to 19.0x your usual amount in your highest month.,Consider a monthly cap on Personal Hygiene to avoid these irregular spikes.,"{'category': 'Personal Hygiene', 'spike_ratio': np.float64(19.0)}"
USR461nX,spending_warning,peer,medium,Your recent average spend ($1236/txn) is 518% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(1235.6800000000003), 'peer_avg': np.float64(200.0), 'pct_above': 518}"
USR461nX,budget_advice,peer,medium,You spend 213% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.3478260869565217), 'peer_spend': np.float64(0.1111111111111111), 'pct_above': 213}"
USR461nX,budget_advice,personal,medium,Your Food spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Food to avoid these irregular spikes.,"{'category': 'Food', 'spike_ratio': np.float64(23.0)}"
USR313nW,spending_warning,personal,high,Your average transaction amount this month ($712) is 108% above your usual average ($342).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(711.9766666666666), 'all_time_avg': np.float64(342.46211538461534), 'pct_above': 108}"
USR313nW,spending_warning,personal,high,You have 6 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 6}
USR313nW,spending_warning,peer,medium,Your recent average spend ($712/txn) is 256% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(711.9766666666666), 'peer_avg': np.float64(200.0), 'pct_above': 256}"
USR313nW,budget_advice,peer,medium,You spend 320% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.4), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 320}"
USR313nW,budget_advice,personal,medium,Your Friend Activities spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(20.0)}"
USR626gZ,spending_warning,peer,medium,Your recent average spend ($347/txn) is 74% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(347.18666666666667), 'peer_avg': np.float64(200.0), 'pct_above': 74}"
USR626gZ,budget_advice,peer,medium,You spend 234% more than similar users on Gifts ($0 vs peer avg $0/month).,Setting a monthly budget for Gifts could bring your spend in line with peers.,"{'category': 'Gifts', 'user_spend': np.float64(0.3181818181818182), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 234}"
USR626gZ,budget_advice,personal,medium,Your Subscriptions spending spiked to 22.0x your usual amount in your highest month.,Consider a monthly cap on Subscriptions to avoid these irregular spikes.,"{'category': 'Subscriptions', 'spike_ratio': np.float64(22.0)}"
USR746kv,spending_warning,personal,high,You have 3 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 3}
USR746kv,budget_advice,peer,medium,You spend 64% more than similar users on Subscriptions ($0 vs peer avg $0/month).,Setting a monthly budget for Subscriptions could bring your spend in line with peers.,"{'category': 'Subscriptions', 'user_spend': np.float64(0.2857142857142857), 'peer_spend': np.float64(0.1739130434782608), 'pct_above': 64}"
USR746kv,budget_advice,personal,medium,Your Friend Activities spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(21.0)}"
USR632NW,spending_warning,peer,medium,Your recent average spend ($322/txn) is 61% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(321.65), 'peer_avg': np.float64(200.0), 'pct_above': 61}"
USR632NW,budget_advice,peer,medium,You spend 265% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.3478260869565217), 'peer_spend': np.float64(0.0952380952380952), 'pct_above': 265}"
USR632NW,budget_advice,personal,medium,Your Medical/Dental spending spiked to 23.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(23.0)}"
USR765RD,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR765RD,budget_advice,peer,medium,You spend 1050% more than similar users on Hobbies ($0 vs peer avg $0/month).,Setting a monthly budget for Hobbies could bring your spend in line with peers.,"{'category': 'Hobbies', 'user_spend': np.float64(0.5), 'peer_spend': np.float64(0.0434782608695652), 'pct_above': 1050}"
USR765RD,budget_advice,personal,medium,Your Gifts spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Gifts to avoid these irregular spikes.,"{'category': 'Gifts', 'spike_ratio': np.float64(20.0)}"
USR756uA,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR756uA,budget_advice,peer,medium,You spend 309% more than similar users on Medical/Dental ($0 vs peer avg $0/month).,Setting a monthly budget for Medical/Dental could bring your spend in line with peers.,"{'category': 'Medical/Dental', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.1), 'pct_above': 309}"
USR756uA,budget_advice,personal,medium,Your Fitness spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(11.0)}"
USR619km,budget_advice,peer,medium,You spend 424% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.4761904761904761), 'peer_spend': np.float64(0.0909090909090909), 'pct_above': 424}"
USR619km,budget_advice,personal,medium,Your Medical/Dental spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(21.0)}"
USR040Ko,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR040Ko,budget_advice,peer,medium,You spend 125% more than similar users on Fitness ($0 vs peer avg $0/month).,Setting a monthly budget for Fitness could bring your spend in line with peers.,"{'category': 'Fitness', 'user_spend': np.float64(0.25), 'peer_spend': np.float64(0.1111111111111111), 'pct_above': 125}"
USR040Ko,budget_advice,personal,medium,Your Medical/Dental spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Medical/Dental to avoid these irregular spikes.,"{'category': 'Medical/Dental', 'spike_ratio': np.float64(20.0)}"
USR268Dy,budget_advice,peer,medium,You spend 250% more than similar users on Travel ($0 vs peer avg $0/month).,Setting a monthly budget for Travel could bring your spend in line with peers.,"{'category': 'Travel', 'user_spend': np.float64(0.35), 'peer_spend': np.float64(0.1), 'pct_above': 250}"
USR268Dy,budget_advice,personal,medium,Your Hobbies spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Hobbies to avoid these irregular spikes.,"{'category': 'Hobbies', 'spike_ratio': np.float64(20.0)}"
USR268Dy,behavioral_nudge,personal,low,86% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 86, 'weekend_spend': np.float64(192979.48), 'weekday_spend': np.float64(31514.4)}"
USR708ic,spending_warning,personal,high,Your average transaction amount this month ($1046) is 142% above your usual average ($432).,Review your recent transactions to identify what changed.,"{'avg_amt_30d': np.float64(1046.065), 'all_time_avg': np.float64(432.47754098360656), 'pct_above': 142}"
USR708ic,spending_warning,personal,high,You have 5 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 5}
USR708ic,spending_warning,peer,medium,Your recent average spend ($1046/txn) is 423% higher than similar users ($200/txn).,Consider whether your spending aligns with your financial goals.,"{'avg_amt_30d': np.float64(1046.065), 'peer_avg': np.float64(200.0), 'pct_above': 423}"
USR708ic,budget_advice,peer,medium,You spend 350% more than similar users on Subscriptions ($0 vs peer avg $0/month).,Setting a monthly budget for Subscriptions could bring your spend in line with peers.,"{'category': 'Subscriptions', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.0909090909090909), 'pct_above': 350}"
USR708ic,budget_advice,personal,medium,Your Travel spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(11.0)}"
USR737zJ,budget_advice,peer,medium,You spend 264% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.3636363636363636), 'peer_spend': np.float64(0.1), 'pct_above': 264}"
USR737zJ,budget_advice,personal,medium,Your Travel spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Travel to avoid these irregular spikes.,"{'category': 'Travel', 'spike_ratio': np.float64(11.0)}"
USR074qk,budget_advice,peer,medium,You spend 75% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.238095238095238), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 75}"
USR074qk,budget_advice,personal,medium,Your Friend Activities spending spiked to 21.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(21.0)}"
USR074qk,behavioral_nudge,personal,low,70% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 70, 'weekend_spend': np.float64(12982.62), 'weekday_spend': np.float64(5571.25)}"
USR552iz,budget_advice,peer,medium,You spend 157% more than similar users on Food ($0 vs peer avg $0/month).,Setting a monthly budget for Food could bring your spend in line with peers.,"{'category': 'Food', 'user_spend': np.float64(0.35), 'peer_spend': np.float64(0.1363636363636363), 'pct_above': 157}"
USR552iz,budget_advice,personal,medium,Your Friend Activities spending spiked to 20.0x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(20.0)}"
USR552iz,behavioral_nudge,personal,low,85% of your total spend happens on weekends.,Weekend spending patterns often include more impulse purchases. Planning ahead could reduce costs.,"{'weekend_spend_pct': 85, 'weekend_spend': np.float64(89042.78), 'weekday_spend': np.float64(15951.85)}"
USR383GT,spending_warning,personal,high,You have 4 unusually large transactions compared to your own average.,Check these transactions — they are significantly larger than your typical spend.,{'large_transactions': 4}
USR383GT,budget_advice,peer,medium,You spend 335% more than similar users on Housing and Utilities ($0 vs peer avg $0/month).,Setting a monthly budget for Housing and Utilities could bring your spend in line with peers.,"{'category': 'Housing and Utilities', 'user_spend': np.float64(0.4347826086956521), 'peer_spend': np.float64(0.1), 'pct_above': 335}"
USR383GT,budget_advice,personal,medium,Your Friend Activities spending spiked to 11.5x your usual amount in your highest month.,Consider a monthly cap on Friend Activities to avoid these irregular spikes.,"{'category': 'Friend Activities', 'spike_ratio': np.float64(11.5)}"
USR605Px,budget_advice,peer,medium,You spend 150% more than similar users on Personal Hygiene ($0 vs peer avg $0/month).,Setting a monthly budget for Personal Hygiene could bring your spend in line with peers.,"{'category': 'Personal Hygiene', 'user_spend': np.float64(0.4090909090909091), 'peer_spend': np.float64(0.1633333333333333), 'pct_above': 150}"
USR605Px,budget_advice,personal,medium,Your Fitness spending spiked to 11.0x your usual amount in your highest month.,Consider a monthly cap on Fitness to avoid these irregular spikes.,"{'category': 'Fitness', 'spike_ratio': np.float64(11.0)}"
